tweet_id,text,favorite_count
1594132206405881857',AI will take longer than we thought to get here then will take over faster than we imagined.,601
1594068873057554432',"Credibility matters because no one believes anyone anymore.

Once someone believes you (because you’ve earned it) selling is as simple as connecting what they want with what you sell.

And they’ll buy because they’ve believed you so far and it’s served them well.",571
1594023993639682048',Most people seek advice when all they really want is approval.,1984
1593977617790619651',"I’ve had 4 entrepreneurial seasons. I’m on my fourth.

1) Owned and grew a chain of gyms
2) Gym Turnaround Business
3) Gym Licensing, Supplements, & Software
4) Private Equity (current)

I learned different lessons from each.",883
1593975628864581632',"If you were coaching you right now, what would you tell you to do?

Start by doing that before buying advice.",1435
1593762273541357568',"It’s not about eliminating bad days, it’s about knowing how to get through them without losing the progress from the good ones.",1798
1593692472093200384',People don’t make the big money because they can’t turn down the easy money.,1781
1593678821688979456',"The day after the worst day of your life, is better.

Always helps me get through the tough ones.",640
1593606449879343104',"It’s better to be the person everyone steals from than the thief who gets away with it. 

Because after they’ve copied you, they still need you. But you never needed them to begin with. 

You are source.",799
1593599954836242432',You make more money from owning the thing that makes money than from the money the thing makes.,1262
1593597461805010944',Everyone else is - also - just figuring it out as they go.,1125
1593422269065240577',"Social media is dead, it’s just media now.",1341
1593378550995996679',"The bigger your goals, the longer your time horizons have to be.",1110
1593369094874464257',"When people copy your content…a thought:

You lose nothing from people who don’t know you exist and gain credibility from people who do.

Copiers gain short term credibility from people who don’t know you (and lose it later) and lose it from those who do.

Net gain for you.",399
1593328543525502976',"The best to place learn marketing for a specific platform from are agency owners.

They walk the walk. Rather than pay for outdated trainings, pay them more than their normal fee to teach you while they execute.

You get the speed of agency and long term benefits of coaching.",592
1593311203253551104',It’s gonna be hard. It’s gonna suck. And you’re gonna be okay.,3080
1593279265478303746',"By the time you have complete information, the opportunity has closed.",2716
1592957856781062145',"We die like we go to sleep. 

With things unsaid and unfinished.",1302
1592667554656374784',"There’s two ways people can find out about your stuff.

1) you can tell them
2) other people can tell them

And there’s only one of you :)",912
1592599612694663169',"Most people spend more time optimizing than producing.

They increase their potential not their output.",1390
1592559357211955200',Time dulls pain but sharpens lessons.,618
1592510395658702858',You get wealthier from owning the thing that generates income than the income the thing generates.,1760
1592509449263988737',What if now is the ‘good ol days.’,1491
1592364096678420480',Don’t accept a favor from someone you wouldn’t want to owe a favor to.,1903
1592198222469922818',Marketing’s sole objective is to shift the supply:demand curve in your favor.,612
1592149143170039808',"The biggest obstacle to solve for a prospect isn’t time, money, or authority to buy…

It’s risk and they chance that they spend the money and don’t get exactly what they want (the way they want it).",456
